FIGHERT1,FIGHERT2,OUTCOME1,OUTCOME2,METHOD,ROUND,TIME,REFEREE,DATE
Gustavo Lopez ,Anthony Birchak ,W,L,Submission ,1,2:43,Chris Tognoni,"November 07, 2020"
Uriah Hall ,Anderson Silva ,W,L,KO/TKO ,4,1:24,Herb Dean,"October 31, 2020"
Bryce Mitchell ,Andre Fili ,W,L,Decision - Unanimous ,3,5:00,Keith Peterson,"October 31, 2020"
Maurice Greene ,Greg Hardy ,L,W,KO/TKO ,2,1:12,Herb Dean,"October 31, 2020"
Kevin Holland ,Charlie Ontiveros ,W,L,Submission ,1,2:39,Mark Smith,"October 31, 2020"
Bobby Green ,Thiago Moises ,L,W,Decision - Unanimous ,3,5:00,Keith Peterson,"October 31, 2020"
Chris Gruetzemacher ,Alexander Hernandez ,L,W,KO/TKO ,1,1:46,Mark Smith,"October 31, 2020"
Adrian Yanez ,Victor Rodriguez ,W,L,KO/TKO ,1,2:46,Herb Dean,"October 31, 2020"
Sean Strickland ,Jack Marshman ,W,L,Decision - Unanimous ,3,5:00,Keith Peterson,"October 31, 2020"
Cole Williams ,Jason Witt ,L,W,Submission ,2,2:09,Mark Smith,"October 31, 2020"
Dustin Jacoby ,Justin Ledet ,W,L,KO/TKO ,1,2:38,Chris Tognoni,"October 31, 2020"
Miles Johns ,Kevin Natividad ,W,L,KO/TKO ,3,2:51,Chris Tognoni,"October 31, 2020"
Khabib Nurmagomedov ,Justin Gaethje ,W,L,Submission ,2,1:34,Jason Herzog,"October 24, 2020"
Robert Whittaker ,Jared Cannonier ,W,L,Decision - Unanimous ,3,5:00,Anders Ohlsson,"October 24, 2020"
Alexander Volkov ,Walt Harris ,W,L,KO/TKO ,2,1:15,Lukasz Bosacki,"October 24, 2020"
Jacob Malkoun ,Phil Hawes ,L,W,KO/TKO ,1,0:18,Jason Herzog,"October 24, 2020"
Lauren Murphy ,Liliya Shakirova ,W,L,Submission ,2,3:31,Lukasz Bosacki,"October 24, 2020"
Magomed Ankalaev ,Ion Cutelaba ,W,L,KO/TKO ,1,4:19,Anders Ohlsson,"October 24, 2020"
Stefan Struve ,Tai Tuivasa ,L,W,KO/TKO ,1,4:59,Jason Herzog,"October 24, 2020"
Nathaniel Wood ,Casey Kenney ,L,W,Decision - Unanimous ,3,5:00,Anders Ohlsson,"October 24, 2020"
Alex Oliveira ,Shavkat Rakhmonov ,L,W,Submission ,1,4:40,Lukasz Bosacki,"October 24, 2020"
Da Woon Jung ,Sam Alvey ,D,D,Decision - Split ,3,5:00,Anders Ohlsson,"October 24, 2020"
Liana Jojua ,Miranda Maverick ,L,W,TKO - Doctor's Stoppage ,1,5:00,Lukasz Bosacki,"October 24, 2020"
Joel Alvarez ,Alexander Yakovlev ,W,L,Submission ,1,3:00,Jason Herzog,"October 24, 2020"
Brian Ortega ,Chan Sung Jung ,W,L,Decision - Unanimous ,5,5:00,Lukasz Bosacki,"October 17, 2020"
Katlyn Chookagian ,Jessica Andrade ,L,W,KO/TKO ,1,4:55,Lukasz Bosacki,"October 17, 2020"
Jimmy Crute ,Modestas Bukauskas ,W,L,KO/TKO ,1,2:01,Anders Ohlsson,"October 17, 2020"
Claudio Silva ,James Krause ,L,W,Decision - Unanimous ,3,5:00,Lukasz Bosacki,"October 17, 2020"
Thomas Almeida ,Jonathan Martinez ,L,W,Decision - Unanimous ,3,5:00,Anders Ohlsson,"October 17, 2020"
Mateusz Gamrot ,Guram Kutateladze ,L,W,Decision - Split ,3,5:00,Lukasz Bosacki,"October 17, 2020"
Gillian Robertson ,Poliana Botelho ,W,L,Decision - Unanimous ,3,5:00,Anders Ohlsson,"October 17, 2020"
JunYong Park ,John Phillips ,W,L,Decision - Unanimous ,3,5:00,Lukasz Bosacki,"October 17, 2020"
Jamie Mullarkey ,Fares Ziam ,L,W,Decision - Unanimous ,3,5:00,Lukasz Bosacki,"October 17, 2020"
Gadzhimurad Antigulov ,Maxim Grishin ,L,W,KO/TKO ,2,4:58,Anders Ohlsson,"October 17, 2020"
Said Nurmagomedov ,Mark Striegl ,W,L,KO/TKO ,1,0:51,Lukasz Bosacki,"October 17, 2020"
Marlon Moraes ,Cory Sandhagen ,L,W,KO/TKO ,2,1:03,Marc Goddard,"October 10, 2020"
Edson Barboza ,Makwan Amirkhani ,W,L,Decision - Unanimous ,3,5:00,Kevin Sataki,"October 10, 2020"
Ben Rothwell ,Marcin Tybura ,L,W,Decision - Unanimous ,3,5:00,Marc Goddard,"October 10, 2020"
Markus Perez ,Dricus Du Plessis ,L,W,KO/TKO ,1,3:22,Kevin Sataki,"October 10, 2020"
Tom Aspinall ,Alan Baudot ,W,L,KO/TKO ,1,1:35,Lukasz Bosacki,"October 10, 2020"
Youssef Zalal ,Ilia Topuria ,L,W,Decision - Unanimous ,3,5:00,Kevin Sataki,"October 10, 2020"
Tom Breese ,KB Bhullar ,W,L,KO/TKO ,1,1:42,Lukasz Bosacki,"October 10, 2020"
Chris Daukaus ,Rodrigo Nascimento ,W,L,KO/TKO ,1,0:45,Marc Goddard,"October 10, 2020"
Impa Kasanganay ,Joaquin Buckley ,L,W,KO/TKO ,2,2:03,Kevin Sataki,"October 10, 2020"
Ali AlQaisi ,Tony Kelley ,L,W,Decision - Unanimous ,3,5:00,Lukasz Bosacki,"October 10, 2020"
Giga Chikadze ,Omar Morales ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"October 10, 2020"
Tracy Cortez ,Stephanie Egger ,W,L,Decision - Unanimous ,3,5:00,Kevin Sataki,"October 10, 2020"
Bruno Silva ,Tagir Ulanbekov ,L,W,Decision - Unanimous ,3,5:00,Lukasz Bosacki,"October 10, 2020"
Holly Holm ,Irene Aldana ,W,L,Decision - Unanimous ,5,5:00,Marc Goddard,"October 03, 2020"
Yorgan De Castro ,Carlos Felipe ,L,W,Decision - Unanimous ,3,5:00,Kevin Sataki,"October 03, 2020"
Germaine de Randamie ,Julianna Pena ,W,L,Submission ,3,3:25,,"October 03, 2020"
Kyler Phillips ,Cameron Else ,W,L,KO/TKO ,2,0:44,Marc Goddard,"October 03, 2020"
Dequan Townsend ,Dusko Todorovic ,L,W,KO/TKO ,2,3:15,Jason Herzog,"October 03, 2020"
Carlos Condit ,Court McGee ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"October 03, 2020"
Charles Jourdain ,Josh Culibao ,D,D,Decision - Split ,3,5:00,Jason Herzog,"October 03, 2020"
Jordan Williams ,Nassourdine Imavov ,L,W,Decision - Unanimous ,3,5:00,Kevin Sataki,"October 03, 2020"
Loma Lookboonmee ,Jinh Yu Frey ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"October 03, 2020"
Casey Kenney , Alatengheili ,W,L,Decision - Unanimous ,3,5:00,Kevin Sataki,"October 03, 2020"
Luigi Vendramini ,Jessin Ayari ,W,L,KO/TKO ,1,1:12,Jason Herzog,"October 03, 2020"
Israel Adesanya ,Paulo Costa ,W,L,KO/TKO ,2,3:59,Jason Herzog,"September 26, 2020"
Dominick Reyes ,Jan Blachowicz ,L,W,KO/TKO ,2,4:36,Kevin Sataki,"September 26, 2020"
Kai Kara-France ,Brandon Royval ,L,W,Submission ,2,0:48,Lukasz Bosacki,"September 26, 2020"
Ketlen Vieira ,Sijara Eubanks ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"September 26, 2020"
Hakeem Dawodu ,Zubaira Tukhugov ,W,L,Decision - Split ,3,5:00,Kevin Sataki,"September 26, 2020"
Brad Riddell ,Alex Da Silva ,W,L,Decision - Unanimous ,3,5:00,Lukasz Bosacki,"September 26, 2020"
Diego Sanchez ,Jake Matthews ,L,W,Decision - Unanimous ,3,5:00,Jason Herzog,"September 26, 2020"
Shane Young ,Ludovit Klein ,L,W,KO/TKO ,1,1:16,Kevin Sataki,"September 26, 2020"
William Knight ,Aleksa Camur ,W,L,Decision - Unanimous ,3,5:00,Lukasz Bosacki,"September 26, 2020"
Juan Espino ,Jeff Hughes ,W,L,Submission ,1,3:48,Kevin Sataki,"September 26, 2020"
Khadis Ibragimov ,Danilo Marques ,L,W,Decision - Unanimous ,3,5:00,Jason Herzog,"September 26, 2020"
Colby Covington ,Tyron Woodley ,W,L,KO/TKO ,5,1:19,Dan Miragliotta,"September 19, 2020"
Donald Cerrone ,Niko Price ,NC,NC,Overturned ,3,5:00,Jason Herzog,"September 19, 2020"
Khamzat Chimaev ,Gerald Meerschaert ,W,L,KO/TKO ,1,0:17,Mark Smith,"September 19, 2020"
Johnny Walker ,Ryan Spann ,W,L,KO/TKO ,1,2:43,Dan Miragliotta,"September 19, 2020"
Mackenzie Dern ,Randa Markos ,W,L,Submission ,1,3:44,Jason Herzog,"September 19, 2020"
Kevin Holland ,Darren Stewart ,W,L,Decision - Split ,3,5:00,Mark Smith,"September 19, 2020"
Jordan Espinosa ,David Dvorak ,L,W,Decision - Unanimous ,3,5:00,Jason Herzog,"September 19, 2020"
Mirsad Bektic ,Damon Jackson ,L,W,Submission ,3,1:21,Dan Miragliotta,"September 19, 2020"
Mayra Bueno Silva ,Mara Romero Borella ,W,L,Submission ,1,2:29,Jason Herzog,"September 19, 2020"
Jessica-Rose Clark ,Sarah Alpar ,W,L,KO/TKO ,3,4:21,Chris Tognoni,"September 19, 2020"
Darrick Minner ,TJ Laramie ,W,L,Submission ,1,0:52,Dan Miragliotta,"September 19, 2020"
Journey Newson ,Randy Costa ,L,W,KO/TKO ,1,0:41,Mark Smith,"September 19, 2020"
Andre Ewell ,Irwin Rivera ,W,L,Decision - Split ,3,5:00,Chris Tognoni,"September 19, 2020"
Tyson Nam ,Jerome Rivera ,W,L,KO/TKO ,2,0:34,Chris Tognoni,"September 19, 2020"
Michelle Waterson-Gomez ,Angela Hill ,W,L,Decision - Split ,5,5:00,Marc Goddard,"September 12, 2020"
Ottman Azaitar ,Khama Worthy ,W,L,KO/TKO ,1,1:33,Herb Dean,"September 12, 2020"
Roxanne Modafferi ,Andrea Lee ,W,L,Decision - Unanimous ,3,5:00,Mark Smith,"September 12, 2020"
Ed Herman ,Mike Rodriguez ,W,L,Submission ,3,2:41,Chris Tognoni,"September 12, 2020"
Bobby Green ,Alan Patrick ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"September 12, 2020"
Billy Quarantillo ,Kyle Nelson ,W,L,KO/TKO ,3,0:07,Marc Goddard,"September 12, 2020"
Julia Avila ,Sijara Eubanks ,L,W,Decision - Unanimous ,3,5:00,Mark Smith,"September 12, 2020"
Roosevelt Roberts ,Kevin Croom ,NC,NC,Overturned ,1,0:31,Chris Tognoni,"September 12, 2020"
Alexandr Romanov ,Roque Martinez ,W,L,Submission ,2,4:22,Mark Smith,"September 12, 2020"
Brok Weaver ,Jalin Turner ,L,W,Submission ,2,4:20,Herb Dean,"September 12, 2020"
Bryan Barberena ,Anthony Ivy ,W,L,Decision - Unanimous ,3,5:00,Chris Tognoni,"September 12, 2020"
Sabina Mazo ,Justine Kish ,W,L,Submission ,3,3:57,Marc Goddard,"September 12, 2020"
Alistair Overeem ,Augusto Sakai ,W,L,KO/TKO ,5,0:26,Herb Dean,"September 05, 2020"
Ovince Saint Preux ,Alonzo Menifield ,W,L,KO/TKO ,2,4:07,Jason Herzog,"September 05, 2020"
Michel Pereira ,Zelim Imadaev ,W,L,Submission ,3,4:39,Chris Tognoni,"September 05, 2020"
Andre Muniz ,Bartosz Fabinski ,W,L,Submission ,1,2:42,Mark Smith,"September 05, 2020"
Brian Kelleher ,Ray Rodriguez ,W,L,Submission ,1,0:39,Herb Dean,"September 05, 2020"
Viviane Araujo ,Montana De La Rosa ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"September 05, 2020"
Cole Smith ,Hunter Azure ,L,W,Decision - Unanimous ,3,5:00,Mark Smith,"September 05, 2020"
Anthony Smith ,Aleksandar Rakic ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"August 29, 2020"
Robbie Lawler ,Neil Magny ,L,W,Decision - Unanimous ,3,5:00,Jason Herzog,"August 29, 2020"
Ji Yeon Kim ,Alexa Grasso ,L,W,Decision - Unanimous ,3,5:00,Chris Tognoni,"August 29, 2020"
Ricardo Lamas ,Bill Algeo ,W,L,Decision - Unanimous ,3,5:00,Mark Smith,"August 29, 2020"
Maki Pitolo ,Impa Kasanganay ,L,W,Decision - Unanimous ,3,5:00,Jason Herzog,"August 29, 2020"
Alessio Di Chirico ,Zak Cummings ,L,W,Decision - Unanimous ,3,5:00,Mark Smith,"August 29, 2020"
Alex Caceres ,Austin Springer ,W,L,Submission ,1,3:38,Chris Tognoni,"August 29, 2020"
Sean Brady ,Christian Aguilera ,W,L,Submission ,2,1:47,Herb Dean,"August 29, 2020"
Polyana Viana ,Emily Whitmire ,W,L,Submission ,1,1:53,Jason Herzog,"August 29, 2020"
Mallory Martin ,Hannah Cifers ,W,L,Submission ,2,1:33,Chris Tognoni,"August 29, 2020"
Pedro Munhoz ,Frankie Edgar ,L,W,Decision - Split ,5,5:00,Herb Dean,"August 22, 2020"
Marcin Prachnio ,Mike Rodriguez ,L,W,KO/TKO ,1,2:17,Jason Herzog,"August 22, 2020"
Austin Hubbard ,Joe Solecki ,L,W,Submission ,1,3:51,Herb Dean,"August 22, 2020"
Mariya Agapova ,Shana Dobson ,L,W,KO/TKO ,2,1:38,,"August 22, 2020"
Daniel Rodriguez ,Dwight Grant ,W,L,KO/TKO ,1,2:24,Chris Tognoni,"August 22, 2020"
Amanda Lemos ,Inoue Mizuki ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"August 22, 2020"
Ike Villanueva ,Jordan Wright ,L,W,TKO - Doctor's Stoppage ,1,1:31,Jason Herzog,"August 22, 2020"
Carlton Minus ,Matthew Semelsberger ,L,W,Decision - Unanimous ,3,5:00,Mark Smith,"August 22, 2020"
Timur Valiev ,Trevin Jones ,NC,NC,Overturned ,2,1:59,Chris Tognoni,"August 22, 2020"
Stipe Miocic ,Daniel Cormier ,W,L,Decision - Unanimous ,5,5:00,Marc Goddard,"August 15, 2020"
Sean O'Malley ,Marlon Vera ,L,W,KO/TKO ,1,4:40,Herb Dean,"August 15, 2020"
Junior Dos Santos ,Jairzinho Rozenstruik ,L,W,KO/TKO ,2,3:47,Dan Miragliotta,"August 15, 2020"
Herbert Burns ,Daniel Pineda ,L,W,KO/TKO ,2,4:37,Mark Smith,"August 15, 2020"
John Dodson ,Merab Dvalishvili ,L,W,Decision - Unanimous ,3,5:00,Chris Tognoni,"August 15, 2020"
Jim Miller ,Vinc Pichel ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"August 15, 2020"
Felice Herrig ,Virna Jandiroba ,L,W,Submission ,1,1:44,Marc Goddard,"August 15, 2020"
TJ Brown ,Danny Chavez ,L,W,Decision - Unanimous ,3,5:00,Dan Miragliotta,"August 15, 2020"
Ashley Yoder ,Livinha Souza ,L,W,Decision - Unanimous ,3,5:00,Mark Smith,"August 15, 2020"
Chris Daukaus ,Parker Porter ,W,L,KO/TKO ,1,4:28,Herb Dean,"August 15, 2020"
Kai Kamaka ,Tony Kelley ,W,L,Decision - Unanimous ,3,5:00,Chris Tognoni,"August 15, 2020"
Derrick Lewis ,Aleksei Oleinik ,W,L,KO/TKO ,2,0:21,Herb Dean,"August 08, 2020"
Omari Akhmedov ,Chris Weidman ,L,W,Decision - Unanimous ,3,5:00,Jason Herzog,"August 08, 2020"
Maki Pitolo ,Darren Stewart ,L,W,Submission ,1,3:41,Chris Tognoni,"August 08, 2020"
Yana Santos ,Julija Stoliarenko ,W,L,Decision - Unanimous ,3,5:00,Mark Smith,"August 08, 2020"
Beneil Dariush ,Scott Holtzman ,W,L,KO/TKO ,1,4:38,Herb Dean,"August 08, 2020"
Tim Means ,Laureano Staropoli ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"August 08, 2020"
Kevin Holland ,Joaquin Buckley ,W,L,KO/TKO ,3,0:32,Mark Smith,"August 08, 2020"
Nasrat Haqparast ,Alexander Munoz ,W,L,Decision - Unanimous ,3,5:00,Chris Tognoni,"August 08, 2020"
Andrew Sanchez ,Wellington Turman ,W,L,KO/TKO ,1,4:14,Herb Dean,"August 08, 2020"
Gavin Tucker ,Justin Jaynes ,W,L,Submission ,3,1:43,Jason Herzog,"August 08, 2020"
Youssef Zalal ,Peter Barrett ,W,L,Decision - Unanimous ,3,5:00,Mark Smith,"August 08, 2020"
Irwin Rivera ,Ali AlQaisi ,W,L,Decision - Split ,3,5:00,Chris Tognoni,"August 08, 2020"
Derek Brunson ,Edmen Shahbazyan ,W,L,KO/TKO ,3,0:26,Herb Dean,"August 01, 2020"
Joanne Wood ,Jennifer Maia ,L,W,Submission ,1,4:29,Jason Herzog,"August 01, 2020"
Vicente Luque ,Randy Brown ,W,L,KO/TKO ,2,4:56,Mark Smith,"August 01, 2020"
Lando Vannata ,Bobby Green ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"August 01, 2020"
Frankie Saenz ,Jonathan Martinez ,L,W,KO/TKO ,3,0:57,Chris Tognoni,"August 01, 2020"
Johnny Munoz ,Nate Maness ,L,W,Decision - Unanimous ,3,5:00,Mark Smith,"August 01, 2020"
Jamall Emmers ,Vince Cachero ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"August 01, 2020"
Chris Gutierrez ,Cody Durden ,D,D,Decision - Unanimous ,3,5:00,Chris Tognoni,"August 01, 2020"
Robert Whittaker ,Darren Till ,W,L,Decision - Unanimous ,5,5:00,Herb Dean,"July 25, 2020"
Mauricio Rua ,Rogerio Nogueira ,W,L,Decision - Split ,3,5:00,Marc Goddard,"July 25, 2020"
Fabricio Werdum ,Alexander Gustafsson ,W,L,Submission ,1,2:30,,"July 25, 2020"
Carla Esparza ,Marina Rodriguez ,W,L,Decision - Split ,3,5:00,Rich Mitchell,"July 25, 2020"
Paul Craig ,Gadzhimurad Antigulov ,W,L,Submission ,1,2:06,Marc Goddard,"July 25, 2020"
Alex Oliveira ,Peter Sobotta ,W,L,Decision - Unanimous ,3,5:00,Daniel Movahedi,"July 25, 2020"
Khamzat Chimaev ,Rhys McKee ,W,L,KO/TKO ,1,3:09,Rich Mitchell,"July 25, 2020"
Francisco Trinaldo ,Jai Herbert ,W,L,KO/TKO ,3,1:30,Herb Dean,"July 25, 2020"
Nicolas Dalby ,Jesse Ronson ,NC,NC,Overturned ,1,2:48,Marc Goddard,"July 25, 2020"
Tom Aspinall ,Jake Collier ,W,L,KO/TKO ,1,0:45,Daniel Movahedi,"July 25, 2020"
Movsar Evloev ,Mike Grundy ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"July 25, 2020"
Tanner Boser ,Raphael Pessoa ,W,L,KO/TKO ,2,2:36,Herb Dean,"July 25, 2020"
Bethe Correia ,Pannie Kianzad ,L,W,Decision - Unanimous ,3,5:00,Rich Mitchell,"July 25, 2020"
Ramazan Emeev ,Niklas Stolze ,W,L,Decision - Unanimous ,3,5:00,Daniel Movahedi,"July 25, 2020"
Nathaniel Wood ,John Castaneda ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"July 25, 2020"
Deiveson Figueiredo ,Joseph Benavidez ,W,L,Submission ,1,4:48,Marc Goddard,"July 18, 2020"
Jack Hermansson ,Kelvin Gastelum ,W,L,Submission ,1,1:18,Herb Dean,"July 18, 2020"
Marc Diakiese ,Rafael Fiziev ,L,W,Decision - Unanimous ,3,5:00,Rich Mitchell,"July 18, 2020"
Ariane Lipski ,Luana Carolina ,W,L,Submission ,1,1:28,Daniel Movahedi,"July 18, 2020"
Alexandre Pantoja ,Askar Askarov ,L,W,Decision - Unanimous ,3,5:00,Marc Goddard,"July 18, 2020"
Roman Dolidze ,Khadis Ibragimov ,W,L,KO/TKO ,1,4:15,Herb Dean,"July 18, 2020"
Grant Dawson ,Nad Narimani ,W,L,Decision - Unanimous ,3,5:00,Daniel Movahedi,"July 18, 2020"
Joe Duffy ,Joel Alvarez ,L,W,Submission ,1,2:25,Marc Goddard,"July 18, 2020"
Brett Johns ,Montel Jackson ,W,L,Decision - Unanimous ,3,5:00,Daniel Movahedi,"July 18, 2020"
Malcolm Gordon ,Amir Albazi ,L,W,Submission ,1,4:42,Herb Dean,"July 18, 2020"
Davi Ramos ,Arman Tsarukyan ,L,W,Decision - Unanimous ,3,5:00,Daniel Movahedi,"July 18, 2020"
Carlos Felipe ,Serghei Spivac ,L,W,Decision - Majority ,3,5:00,Rich Mitchell,"July 18, 2020"
Calvin Kattar ,Dan Ige ,W,L,Decision - Unanimous ,5,5:00,Herb Dean,"July 15, 2020"
Tim Elliott ,Ryan Benoit ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"July 15, 2020"
Jimmie Rivera ,Cody Stamann ,W,L,Decision - Unanimous ,3,5:00,Daniel Movahedi,"July 15, 2020"
Molly McCann ,Taila Santos ,L,W,Decision - Unanimous ,3,5:00,Rich Mitchell,"July 15, 2020"
Abdul Razak Alhassan ,Mounir Lazzez ,L,W,Decision - Unanimous ,3,5:00,Daniel Movahedi,"July 15, 2020"
John Phillips ,Khamzat Chimaev ,L,W,Submission ,2,1:12,Herb Dean,"July 15, 2020"
Ricardo Ramos ,Lerone Murphy ,L,W,KO/TKO ,1,4:18,Rich Mitchell,"July 15, 2020"
Modestas Bukauskas ,Andreas Michailidis ,W,L,KO/TKO ,1,5:00,Daniel Movahedi,"July 15, 2020"
Jared Gordon ,Chris Fishgold ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"July 15, 2020"
Diana Belbita ,Liana Jojua ,L,W,Submission ,1,2:43,Rich Mitchell,"July 15, 2020"
Jack Shore ,Aaron Phillips ,W,L,Submission ,2,2:29,Herb Dean,"July 15, 2020"
Kamaru Usman ,Jorge Masvidal ,W,L,Decision - Unanimous ,5,5:00,Marc Goddard,"July 11, 2020"
Alexander Volkanovski ,Max Holloway ,W,L,Decision - Split ,5,5:00,Herb Dean,"July 11, 2020"
Petr Yan ,Jose Aldo ,W,L,KO/TKO ,5,3:24,Leon Roberts,"July 11, 2020"
Jessica Andrade ,Rose Namajunas ,L,W,Decision - Split ,3,5:00,Daniel Movahedi,"July 11, 2020"
Amanda Ribas ,Paige VanZant ,W,L,Submission ,1,2:21,Rich Mitchell,"July 11, 2020"
Volkan Oezdemir ,Jiri Prochazka ,L,W,KO/TKO ,2,0:49,Marc Goddard,"July 11, 2020"
Elizeu Zaleski dos Santos ,Muslim Salikhov ,L,W,Decision - Split ,3,5:00,Herb Dean,"July 11, 2020"
Makwan Amirkhani ,Danny Henry ,W,L,Submission ,1,3:15,Leon Roberts,"July 11, 2020"
Leonardo Santos ,Roman Bogatov ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"July 11, 2020"
Marcin Tybura ,Maxim Grishin ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"July 11, 2020"
Raulian Paiva ,Zhalgas Zhumagulov ,W,L,Decision - Unanimous ,3,5:00,Leon Roberts,"July 11, 2020"
Karol Rosa ,Vanessa Melo ,W,L,Decision - Unanimous ,3,5:00,Daniel Movahedi,"July 11, 2020"
Martin Day ,Davey Grant ,L,W,KO/TKO ,3,2:38,Rich Mitchell,"July 11, 2020"
Dustin Poirier ,Dan Hooker ,W,L,Decision - Unanimous ,5,5:00,Herb Dean,"June 27, 2020"
Mike Perry ,Mickey Gall ,W,L,Decision - Unanimous ,3,5:00,Keith Peterson,"June 27, 2020"
Gian Villante ,Maurice Greene ,L,W,Submission ,3,3:44,Mark Smith,"June 27, 2020"
Brendan Allen ,Kyle Daukaus ,W,L,Decision - Unanimous ,3,5:00,Chris Tognoni,"June 27, 2020"
Takashi Sato ,Jason Witt ,W,L,KO/TKO ,1,0:48,Chris Tognoni,"June 27, 2020"
Sean Woodson ,Julian Erosa ,L,W,Submission ,3,2:44,Keith Peterson,"June 27, 2020"
Luis Pena ,Khama Worthy ,L,W,Submission ,3,2:53,Mark Smith,"June 27, 2020"
Philipe Lins ,Tanner Boser ,L,W,KO/TKO ,1,2:41,Herb Dean,"June 27, 2020"
Kay Hansen ,Jinh Yu Frey ,W,L,Submission ,3,2:26,Keith Peterson,"June 27, 2020"
Jordan Griffin ,Youssef Zalal ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"June 27, 2020"
Curtis Blaydes ,Alexander Volkov ,W,L,Decision - Unanimous ,5,5:00,,"June 20, 2020"
Josh Emmett ,Shane Burgos ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"June 20, 2020"
Raquel Pennington ,Marion Reneau ,W,L,Decision - Unanimous ,3,5:00,Mark Smith,"June 20, 2020"
Belal Muhammad ,Lyman Good ,W,L,Decision - Unanimous ,3,5:00,Chris Tognoni,"June 20, 2020"
Jim Miller ,Roosevelt Roberts ,W,L,Submission ,1,2:25,Herb Dean,"June 20, 2020"
Clay Guida ,Bobby Green ,L,W,Decision - Unanimous ,3,5:00,Jason Herzog,"June 20, 2020"
Tecia Torres ,Brianna Fortino ,W,L,Decision - Unanimous ,3,5:00,Mark Smith,"June 20, 2020"
Marc-Andre Barriault ,Oskar Piechota ,NC,NC,Overturned ,2,4:50,Chris Tognoni,"June 20, 2020"
Cortney Casey ,Gillian Robertson ,L,W,Submission ,3,4:36,Jason Herzog,"June 20, 2020"
Frank Camacho ,Justin Jaynes ,L,W,KO/TKO ,1,0:41,Herb Dean,"June 20, 2020"
Roxanne Modafferi ,Lauren Murphy ,L,W,Decision - Unanimous ,3,5:00,Chris Tognoni,"June 20, 2020"
Austin Hubbard ,Max Rohskopf ,W,L,TKO - Doctor's Stoppage ,2,5:00,Mark Smith,"June 20, 2020"
Jessica Eye ,Cynthia Calvillo ,L,W,Decision - Unanimous ,5,5:00,Herb Dean,"June 13, 2020"
Karl Roberson ,Marvin Vettori ,L,W,Submission ,1,4:17,Dan Miragliotta,"June 13, 2020"
Charles Rosa ,Kevin Aguilar ,W,L,Decision - Split ,3,5:00,Mark Smith,"June 13, 2020"
Andre Fili ,Charles Jourdain ,W,L,Decision - Split ,3,5:00,Chris Tognoni,"June 13, 2020"
Jordan Espinosa ,Mark De La Rosa ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"June 13, 2020"
Mariya Agapova ,Hannah Cifers ,W,L,Submission ,1,2:42,Dan Miragliotta,"June 13, 2020"
Merab Dvalishvili ,Gustavo Lopez ,W,L,Decision - Unanimous ,3,5:00,Mark Smith,"June 13, 2020"
Julia Avila ,Gina Mazany ,W,L,KO/TKO ,1,0:22,Chris Tognoni,"June 13, 2020"
Tyson Nam ,Zarrukh Adashev ,W,L,KO/TKO ,1,0:32,Herb Dean,"June 13, 2020"
Anthony Ivy ,Christian Aguilera ,L,W,KO/TKO ,1,0:59,Dan Miragliotta,"June 13, 2020"
Amanda Nunes ,Felicia Spencer ,W,L,Decision - Unanimous ,5,5:00,Herb Dean,"June 06, 2020"
Raphael Assuncao ,Cody Garbrandt ,L,W,KO/TKO ,2,4:59,Keith Peterson,"June 06, 2020"
Aljamain Sterling ,Cory Sandhagen ,W,L,Submission ,1,1:28,Chris Tognoni,"June 06, 2020"
Neil Magny ,Anthony Rocco Martin ,W,L,Decision - Unanimous ,3,5:00,Mark Smith,"June 06, 2020"
Eddie Wineland ,Sean O'Malley ,L,W,KO/TKO ,1,1:54,Herb Dean,"June 06, 2020"
Alex Caceres ,Chase Hooper ,W,L,Decision - Unanimous ,3,5:00,Keith Peterson,"June 06, 2020"
Ian Heinisch ,Gerald Meerschaert ,W,L,KO/TKO ,1,1:14,Chris Tognoni,"June 06, 2020"
Cody Stamann ,Brian Kelleher ,W,L,Decision - Unanimous ,3,5:00,Mark Smith,"June 06, 2020"
Charles Byrd ,Maki Pitolo ,L,W,KO/TKO ,2,1:10,Herb Dean,"June 06, 2020"
